# Created by Octave 3.8.1, Tue Mar 07 17:05:35 2017 CET <moi@Nemesis>
# name: relation
# type: complex matrix
# rows: 301
# columns: 7
 (433.3333333333333,0) (0.01786280221917369,0.0005103572952292316) (0.02087717604734138,0.0004655398975099385) (0.02325724991807916,0.0004306858302163241) (0.0265784101541233,0.0003885543912663191) (0.02885529161909753,0.0003639380919822783) (0.02900158193164312,0.0003624631481250802)
 (434.6666666666667,0) (0.01773254990883964,0.0005095254256293836) (0.02076047969372142,0.0004648136686767961) (0.02315017529496081,0.0004298013713527659) (0.02648259783085969,0.0003875075939670005) (0.0287659444366534,0.0003628291257606579) (0.02891262002387747,0.0003613512979774534)
 (436,0) (0.01760280387999674,0.0005086718253662308) (0.02064428971623256,0.0004640936848968951) (0.02304363258962906,0.0004289238927535779) (0.0263873318249155,0.0003864675346976353) (0.02882420222563935,0.0003602462481365451) (0.02867714171478235,0.0003617269515162756)
 (437.3333333333333,0) (0.01747356321165485,0.0005077941640265225) (0.02052860107730096,0.0004633798059338109) (0.02293761674569359,0.0004280533272799783) (0.02629260714901812,0.0003854341513194583) (0.02858887847649793,0.0003606315070650949) (0.02873632356031723,0.0003591479364044242)
 (438.6666666666667,0) (0.01734482738507939,0.0005068899211953119) (0.02041340880974395,0.0004626718884522517) (0.0247305019272043,0.0004020740110650199) (0.02619841887643487,0.0003844073824466118) (0.02864897911180547,0.0003580563013393666) (0.02864897911180568,0.0003580563013393612)
 (440,0) (0.01721659631072932,0.00050595636719905) (0.02029870801636265,0.0004619697858175012) (0.0246322082323895,0.0004011135214485594) (0.02610476214005649,0.0003833871674346004) (0.02856216402358792,0.0003569712822443975) (0.028562164023588,0.0003569712822443974)
 (441.3333333333333,0) (0.01708887035784013,0.0005049905414953369) (0.02018449386957795,0.0004612733478845805) (0.02453443787792057,0.00040015959222934) (0.0260116321314964,0.0003823734463690279) (0.02832727679541506,0.000357384941904436) (0.02847587349783708,0.0003558928191560411)
 (442.6666666666667,0) (0.01696165038693526,0.0005039892283640142) (0.02007076161110674,0.0004605824207766681) (0.02443718609399875,0.0003992121637944014) (0.02591902410020756,0.0003813661600545229) (0.02839010279453029,0.0003548208528332823) (0.02839010279453019,0.0003548208528332859)
 (444,0) (0.01683493778559112,0.0005029489294946974) (0.01995750655168591,0.0004598968466520146) (0.02434044816784802,0.000398271177219224) (0.02582693335261436,0.0003803652500038753) (0.0283048472305828,0.0003537553247466989) (0.02830484723058267,0.0003537553247466988)
 (445.3333333333333,0) (0.01670873450781983,0.0005018658329980626) (0.02231231019273378,0.0004229714152682876) (0.02424421944286483,0.0003973365742565523) (0.02573535525126007,0.0003793706584273406) (0.02807035700056771,0.0003541967775608147) (0.02822010217899411,0.0003526961770678143)
 (446.6666666666667,0) (0.01658304311747702,0.0005007357782788592) (0.02220984581608301,0.0004221474043240009) (0.02414849531778196,0.0003964082973253964) (0.02564428521397006,0.0003783823282221823) (0.02813586306801198,0.0003516433526586579) (0.02813586306801202,0.0003516433526586575)
 (448,0) (0.01645786683615998,0.0004995542161065286) (0.02210786997400975,0.0004213297870718112) (0.0240532712458479,0.0003954862895005809) (0.02555371871302968,0.0003774002029623468) (0.02805212538030964,0.0003505967950614615) (0.02805212538030968,0.0003505967950614588)
 (449.3333333333333,0) (0.01633320959611204,0.0004983161630966127) (0.02200637812867167,0.0004205185005146143) (0.02395854273402124,0.0003945704945018078) (0.02546365127437649,0.0003764242268883501) (0.02781799413031887,0.00035106545275343) (0.02796888465217815,0.0003495564484885766)
 (450.6666666666667,0) (0.01620907609872156,0.0004970161496600951) (0.02190536579581472,0.0004197134820225366) (0.02386430534217939,0.0003936608566836492) (0.02649809656839561,0.0003629099983566057) (0.02788613647273381,0.0003485222578125772) (0.02788613647273371,0.0003485222578125769)
 (452,0) (0.01928774342431501,0.0004558864111446779) (0.02180482854402372,0.0004189146693137988) (0.02377055468234074,0.0003927573210251277) (0.02641220276122965,0.0003619123650495175) (0.02780387648313876,0.0003474941685564909) (0.02780387648313884,0.0003474941685564911)
 (453.3333333333333,0) (0.01917770321978517,0.000455233500268479) (0.02170476199399011,0.0004181220004356015) (0.02367728641790141,0.0003918598331196777) (0.02632679502923862,0.000360920723163387) (0.02757006763313376,0.0003479894613163467) (0.02772210037583539,0.0003464721268842673)
 (454.6666666666667,0) (0.01906810516721795,0.0004545845044850869) (0.02160516181779134,0.0004173354137448055) (0.0235844962628845,0.0003909683391653316) (0.02624186911148157,0.0003599350195588453) (0.02764080389379488,0.0003454560795913489) (0.02764080389379476,0.0003454560795913527)
 (456,0) (0.018958945194016,0.0004539392174618764) (0.02150602373818641,0.0004165548478885804) (0.02349217998120443,0.0003900827859548571) (0.02615742079682022,0.0003589552017181533) (0.02740719033637894,0.0003459688212616798) (0.02755998282977784,0.0003444459740954698)
 (457.3333333333333,0) (0.01885021929658396,0.0004532974257422098) (0.02140734352792556,0.0004157802417846387) (0.02340033338594185,0.0003892031208663186) (0.02607344592319319,0.000357981217736057) (0.02747963302560933,0.0003434417584275528) (0.02747963302560952,0.0003434417584275536)
 (458.6666666666667,0) (0.0187419235406453,0.0004526589083219466) (0.02130911700907247,0.0004150115346014863) (0.02330895233863288,0.0003883292918534767) (0.02598994037690306,0.0003570130163108299) (0.02739975037146522,0.0003424433812228231) (0.0273997503714652,0.0003424433812228231)
 (460,0) (0.01863405406162711,0.0004520234362012561) (0.0212113400523414,0.0004142486657384019) (0.02321803274857067,0.0003874612474366586) (0.02590690009191526,0.0003560505467356162) (0.02716640127319067,0.0003429818471830749) (0.02732033080517112,0.0003414507917120328)
 (461.3333333333333,0) (0.01852660706511549,0.0004513907719085529) (0.02111400857644711,0.0004134915748049524) (0.02312757057211822,0.0003865989366934) (0.02582432104916976,0.0003550937588897429) (0.02724137031151467,0.000340463939712863) (0.02724137031151447,0.0003404639397128648)
 (462.6666666666667,0) (0.01841957882738534,0.000450760668996344) (0.02101711854746804,0.0004127402016005988) (0.02458947783486493,0.0003669908615005544) (0.02574219927590399,0.0003541426032303204) (0.02716286492156772,0.0003394827756214722) (0.02716286492156784,0.0003394827756214694)
 (464,0) (0.0183129656960077,0.0004501328715054283) (0.02092066597822268,0.0004119944860937111) (0.02450461937123475,0.0003660790273762725) (0.0256605308449883,0.0003531970307838537) (0.02692974723765716,0.0003400464415462051) (0.02708481071202316,0.0003385072504041681)
 (465.3333333333333,0) (0.01820676409053872,0.0004495071133963321) (0.02082464692765888,0.0004112543684006506) (0.02442021019084217,0.0003651727218672561) (0.02638073739175878,0.0003438401340576272) (0.02700720380453885,0.0003375373155892545) (0.02700720380453878,0.0003375373155892572)
 (466.6666666666666,0) (0.01810097050329451,0.0004488831179441372) (0.02072905750025526,0.0004105197887640985) (0.02433624644976861,0.0003642718970352976) (0.02630203137264937,0.0003428873782023287) (0.02693004036509727,0.0003365729232590009) (0.0269300403650973,0.0003365729232590005)
 (468,0) (0.01799558150021581,0.0004482605970957532) (0.02063389384543531,0.0004097906875314174) (0.02425272434782359,0.0003633765054842856) (0.02622376625822733,0.0003419400878237199) (0.0266971222730019,0.0003371612805809553) (0.02685331660337337,0.0003356140260417391)
 (469.3333333333333,0) (0.01789059372182895,0.0004476392507853728) (0.02053915215699505,0.0004090670051323993) (0.02416964012792388,0.0003624865003524366) (0.02614593829977532,0.0003409982161311231) (0.02677702877211372,0.0003346605771041224) (0.02677702877211377,0.0003346605771041203)
 (470.6666666666666,0) (0.01778600388430468,0.0004470187662056547) (0.02044482867254048,0.0004083486820568178) (0.02408699007548359,0.0003616018353047034) (0.02606854379104141,0.0003400617168643978) (0.02670117316652697,0.0003337125301434864) (0.02670117316652702,0.0003337125301434864)
 (472,0) (0.01768180878062505,0.000446398817030688) (0.02035091967293932,0.0004076356588315593) (0.02400477051781461,0.0003607224645251379) (0.02599157906763861,0.000339130544286445) (0.02662574612368368,0.0003327698393803661) (0.02662574612368379,0.0003327698393803716)
 (473.3333333333333,0) (0.0175780052818608,0.0004457790625876252) (0.02025742148178319,0.0004069278759971835) (0.02392297782353685,0.0003598483427094843) (0.02591504050645681,0.0003382046531758252) (0.02655074402192681,0.0003318324595511296) (0.02655074402192685,0.000331832459551129)
 (474.6666666666666,0) (0.01747459033856739,0.0004451591469725033) (0.02016433046486175,0.0004062252740841024) (0.02384160840199923,0.0003589794250580112) (0.02583892452508098,0.0003372839988195499) (0.02647616328029218,0.0003309003459007044) (0.02647616328029224,0.0003309003459007056)
 (476,0) (0.01737156098230594,0.0004445386981062478) (0.02216156459799263,0.0003774779085836517) (0.0237606587027093,0.0003581156672683122) (0.02576322758122345,0.0003363685370058972) (0.02640200035793849,0.0003299734541754906) (0.02640200035793855,0.0003299734541754901)
 (477.3333333333333,0) (0.01726891432729785,0.0004439173267250825) (0.02207629222800778,0.0003766806209055205) (0.02368012521477314,0.0003572570255281812) (0.02616943070698515,0.0003306175306903) (0.02632825175358675,0.0003290517406163427) (0.02632825175358678,0.0003290517406163413)
 (478.6666666666666,0) (0.01716664757221866,0.0004432946253012489) (0.02199142869613327,0.0003758884516925366) (0.02360000446634441,0.0003564034565088123) (0.02609571907338102,0.0003297035682593877) (0.026095719073381,0.0003297035682593867) (0.02625491400496944,0.0003281351619516738)
 (480,0) (0.01706475800214383,0.0004426701668877378) (0.02190697055191346,0.0003751013569338478) (0.02352029302408321,0.0003555549173579068) (0.02602241521068732,0.0003287946900463902) (0.02618198368828902,0.0003272236753906942) (0.02618198368828907,0.0003272236753906955)
 (481.3333333333333,0) (0.01696324299065112,0.000442043503880458) (0.02182291438297633,0.0003743192930531952) (0.02344098749262232,0.0003547113656930056) (0.02599182576799252,0.0004143633029037682) (0.02610945741768439,0.0003263172386167605) (0.02610945741768428,0.0003263172386167624)
 (482.6666666666666,0) (0.01686210000209534,0.0004414141666912811) (0.02173925681451128,0.0003735422169016077) (0.02336208451404435,0.000353872759594937) (0.02592909800191331,0.0004064051599793319) (0.02587701729057461,0.0003269920175270774) (0.02603733184470736,0.0003254158097808102)
 (484,0) (0.01676132659406038,0.0004407816623243731) (0.02165599450875774,0.0003727700857501702) (0.02328358076736579,0.0003530390576012474) (0.02580491657244563,0.0003260981400096734) (0.02596560365780718,0.0003245193474949068) (0.02596560365780719,0.000324519347494905)
 (485.3333333333333,0) (0.01666092042000692,0.0004401454728469659) (0.02157312416450085,0.0003720028572828849) (0.02441245312833192,0.000338789312001289) (0.02589426958182433,0.0003236278108259629) (0.02589426958182436,0.0003236278108259629) (0.02589426958182425,0.0003236278108259625)
 (486.6666666666666,0) (0.01656087923212369,0.0004395050537462587) (0.02149064251657634,0.0003712404895894756) (0.02433793188327588,0.0003379316755185971) (0.02582332637749047,0.0003227411592894539) (0.0258233263774905,0.0003227411592894541) (0.02582332637749041,0.0003227411592894564)
 (488,0) (0.01646120088439939,0.000438859832161131) (0.02140854633538382,0.0003704829411586576) (0.02426380040131839,0.0003370788294269802) (0.02575277084094007,0.0003218593528433077) (0.02575277084093988,0.0003218593528433093) (0.02575277084093987,0.0003218593528433088)
 (489.3333333333333,0) (0.01916620414783014,0.0003988214998866318) (0.02132683242640754,0.0003697301708710247) (0.02419005550992979,0.0003362307341674209) (0.02568259980322625,0.0003209823518818817) (0.02568259980322616,0.0003209823518818835) (0.02568259980322626,0.0003209823518818822)
 (490.6666666666666,0) (0.01907773044583434,0.0003981763919554528) (0.0212454976297453,0.0003689821379922728) (0.0241166940710376,0.0003353873506106943) (0.02561281012984788,0.0003201101172300283) (0.02561281012984785,0.0003201101172300298) (0.02561281012984799,0.000320110117230029)
 (492,0) (0.01898962029486721,0.0003975356791085715) (0.02116453881964543,0.0003682388021664971) (0.02404371298056066,0.0003345486400515391) (0.02554339872028196,0.000319242610137266) (0.02554339872028188,0.0003192426101372654) (0.02554339872028199,0.0003192426101372644)
 (493.3333333333333,0) (0.01890187060260899,0.0003968992989178614) (0.02108395290405125,0.0003675001234095208) (0.02397110916794876,0.0003337145642028881) (0.02547436250752443,0.0003183797922720295) (0.02547436250752431,0.0003183797922720313) (0.02547436250752437,0.0003183797922720306)
 (494.6666666666666,0) (0.01881447831238975,0.0003962671885143638) (0.02100373682415285,0.0003667660621022353) (0.02389887959573182,0.0003328850851901733) (0.02540569845763897,0.000317521625716038) (0.02540569845763885,0.0003175216257160397) (0.02540569845763886,0.000317521625716041)
 (496,0) (0.01872744040283946,0.0003956392845527581) (0.02092388755394664,0.0003660365789842147) (0.02382702125907469,0.0003320601655459161) (0.02533740356931197,0.0003166680729587377) (0.02533740356931184,0.0003166680729587403) (0.0253374035693119,0.0003166680729587372)
 (497.3333333333333,0) (0.01864075388754642,0.000395015523175444) (0.02084440209980155,0.000365311635146994) (0.02375553118534007,0.0003312397682041544) (0.02526947487341564,0.0003158190968918258) (0.02526947487341562,0.0003158190968918256) (0.02526947487341566,0.0003158190968918243)
 (498.6666666666666,0) (0.01855441581472905,0.0003943958399748391) (0.02076527750003331,0.0003645911920279891) (0.02368440643365864,0.0003304238564950833) (0.02520190943257768,0.0003149746608038775) (0.0252019094325776,0.000314974660803878) (0.02520190943257754,0.0003149746608038801)
 (500,0) (0.01846842326691496,0.0003937801699548082) (0.02068651082448447,0.0003638752114039061) (0.02361364409450512,0.0003296123941397404) (0.02513470434075732,0.0003141347283750703) (0.02513470434075745,0.0003141347283750696) (0.02513470434075742,0.0003141347283750688)
 (501.3333333333333,0) (0.01838277336063362,0.0003931684474910946) (0.02060809917411198,0.0003631636553846215) (0.02354324128928169,0.0003288053452448778) (0.02506785672282981,0.0003132992636719425) (0.02506785672282989,0.0003132992636719417) (0.02506785672282994,0.0003132992636719411)
 (502.6666666666666,0) (0.01829746324611684,0.0003925606062899207) (0.02053003968058191,0.0003624564864068623) (0.02347319516990787,0.0003280026742977171) (0.0250013637341752,0.0003124682311423086) (0.02500136373417516,0.0003124682311423088) (0.02500136373417509,0.0003124682311423119)
 (504,0) (0.01821249010701186,0.000391956579345755) (0.02045232950586985,0.0003617536672281373) (0.0242645142183345,0.0003182699918331527) (0.02493522256027525,0.0003116415956101863) (0.0249352225602752,0.0003116415956101867) (0.02493522256027516,0.0003116415956101866)
 (505.3333333333333,0) (0.0181278511601043,0.0003913562988973802) (0.02037496584186825,0.0003610551609206343) (0.02419721449485867,0.0003174585122891019) (0.02486943041631679,0.0003108193222708441) (0.02486943041631675,0.0003108193222708502) (0.02486943041631661,0.0003108193222708473)
 (506.6666666666666,0) (0.01804354365505119,0.0003907596963826873) (0.02200705059131569,0.0003395783633909623) (0.02413026223170943,0.0003166513320398243) (0.02480398454680019,0.0003100013766859199) (0.02480398454680004,0.0003100013766859241) (0.02480398454680013,0.0003100013766859225)
 (508,0) (0.01795956487412536,0.0003901667023915343) (0.021935204364389,0.000338826329789745) (0.024063654700949,0.0003158484170469378) (0.02473888222515488,0.0003091877247786113) (0.0247388822251549,0.0003091877247786116) (0.02473888222515492,0.0003091877247786096)
 (509.3333333333333,0) (0.01787591213197103,0.0003895772466176717) (0.02186370066108139,0.00033807849139992) (0.0239973892031933,0.0003150497336286854) (0.02467412075336124,0.0003083783328289287) (0.02467412075336138,0.0003083783328289277) (0.02467412075336129,0.0003083783328289283)
 (510.6666666666666,0) (0.01779258277536882,0.0003889912578083113) (0.02179253680288326,0.0003373348146830031) (0.0239314630672393,0.0003142552484553925) (0.02460969746157702,0.0003075731674690628) (0.02460969746157702,0.0003075731674690636) (0.02460969746157704,0.0003075731674690629)
 (512,0) (0.01770957418301329,0.0003884086637119383) (0.02172171013913701,0.0003365952664425889) (0.023865873649698,0.0003134649285448059) (0.02454560970777099,0.0003067721956787768) (0.02454560970777089,0.0003067721956787776) (0.02454560970777086,0.0003067721956787782)
 (513.3333333333334,0) (0.01762688376530052,0.000387829391024891) (0.0216512180466743,0.0003358598138201968) (0.02380061833463307,0.0003126787412575617) (0.02448185487736116,0.0003059753847809104) (0.02448185487736107,0.0003059753847809058) (0.02448185487736104,0.0003059753847809072)
 (514.6666666666666,0) (0.0175445089641278,0.0003872533653351692) (0.02158105792946206,0.0003351284242903775) (0.02373569453320589,0.000311896654292846) (0.02441843038286024,0.0003051827024369198) (0.02441843038286019,0.0003051827024369179) (0.02441843038286028,0.0003051827024369175)
 (516,0) (0.01746244725270293,0.0003866805110649016) (0.02151122721825158,0.0003344010656565827) (0.02367109968332443,0.0003111186356839309) (0.02435533366352461,0.0003043941166425081) (0.02435533366352468,0.0003043941166425164) (0.02435533366352464,0.0003043941166425094)
 (517.3333333333334,0) (0.01738069613536678,0.0003861107514097961) (0.02144172337023496,0.0003336777060466289) (0.02360683124929983,0.0003103446537938486) (0.02429256218501039,0.000303609595723327) (0.02429256218501039,0.0003036095957233274) (0.02429256218501041,0.0003036095957233254)
 (518.6666666666666,0) (0.01729925314742717,0.0003855440082773308) (0.02137254386870539,0.0003329583139085047) (0.02405985799476892,0.0003044723923545739) (0.02423011343903348,0.0003028291083307234) (0.02423011343903347,0.0003028291083307212) (0.02423011343903353,0.0003028291083307207)
 (520,0) (0.01721811585500264,0.0003849802022216358) (0.0213036862227237,0.0003322428580060855) (0.02399736595856479,0.0003036982851623871) (0.02416798494303593,0.0003020526234375661) (0.02416798494303599,0.0003020526234375669) (0.02416798494303596,0.0003020526234375652)
 (521.3333333333334,0) (0.01713728185488089,0.0003844192523764933) (0.02123514796678913,0.000331531307414927) (0.02391648557273265,0.0004436438811518047) (0.02410617423985682,0.0003012801103341467) (0.02410617423985683,0.0003012801103341458) (0.02410617423985676,0.0003012801103341448)
 (522.6666666666666,0) (0.0170567487743877,0.0003838610763855042) (0.02116692666051613,0.0003308236315183189) (0.02388672609182427,0.0004189332489127437) (0.02404467889740818,0.0003005115386241105) (0.02404467889740823,0.0003005115386241106) (0.02404467889740829,0.0003005115386241081)
 (524,0) (0.01697651427126787,0.0003833055903292339) (0.02109901988831539,0.000330119800003033) (0.02384553702621055,0.0004031112444358267) (0.0239834965083564,0.0002997468782204857) (0.02398349650835624,0.0002997468782204847) (0.02398349650835627,0.0002997468782204861)
 (525.3333333333334,0) (0.01689657603358071,0.0003827527086499002) (0.02103142525907958,0.0003294197828554816) (0.02375055482276673,0.0003006411970442935) (0.02392262468980722,0.0002989860993417518) (0.02392262468980723,0.000298986099341753) (0.02392262468980712,0.0002989860993417531)
 (526.6666666666666,0) (0.01681693177960542,0.0003822023440727581) (0.02096414040587517,0.0003287235503577412) (0.02374767111105346,0.0003838686277430075) (0.0238620610829975,0.0002982291725079724) (0.02386206108299764,0.0002982291725079756) (0.02386206108299746,0.000298229172507972)
 (528,0) (0.01673757925776278,0.0003816544075242474) (0.02089716298563703,0.0003280310730836673) (0.02369335917436786,0.0003786487032567831) (0.02380180335298997,0.0002974760685369966) (0.02380180335298992,0.000297476068536999) (0.02380180335299004,0.0002974760685369949)
 (529.3333333333333,0) (0.01665851624654758,0.0003811088080467994) (0.02083049067886917,0.000327342321895148) (0.02356869459207106,0.0002983888549997971) (0.02374184918837283,0.000296726758540681) (0.02374184918837297,0.0002967267585406813) (0.02374184918837288,0.0002967267585406823)
 (530.6666666666666,0) (0.0189673649274157,0.0003485559751935695) (0.02076412118934924,0.0003266572679382891) (0.02368219630096493,0.0002959812139212315) (0.023682196300965,0.0002959812139212326) (0.02368219630096492,0.0002959812139212329) (0.02368219630096481,0.0002959812139212335)
 (532,0) (0.01889638462645337,0.0003479364039279117) (0.02069805224383746,0.0003259758826396857) (0.02351636181508151,0.0003749391741265762) (0.02362284242552387,0.0002952394063675453) (0.0236228424255239,0.0002952394063675444) (0.02362284242552397,0.0002952394063675453)
 (533.3333333333333,0) (0.01882569814455762,0.0003473204323935874) (0.02063228159179095,0.0003252981377028741) (0.02356378531946006,0.0002945013078516279) (0.02356378531946011,0.000294501307851628) (0.02356378531946011,0.0002945013078516249) (0.02356378531946002,0.0002945013078516269)
 (534.6666666666666,0) (0.01875530324424365,0.000346708029125209) (0.02056680700508063,0.0003246240051046569) (0.02350502276255366,0.0002937668906250647) (0.02350502276255379,0.0002937668906250644) (0.02350502276255373,0.000293766890625064) (0.02350502276255368,0.0002937668906250659)
 (536,0) (0.01868519771046644,0.0003460991628421289) (0.02183021423758204,0.000309262087118053) (0.02344655255667666,0.0002930361272155502) (0.02344655255667676,0.000293036127215549) (0.02344655255667676,0.0002930361272155495) (0.02344655255667674,0.0002930361272155474)
 (537.3333333333333,0) (0.01861537935035448,0.000345493802442779) (0.02176853337160805,0.0003085619135091465) (0.02338837252551872,0.0002923089904234497) (0.02338837252551872,0.0002923089904234521) (0.02338837252551876,0.0002923089904234511) (0.02338837252551866,0.0002923089904234514)
 (538.6666666666666,0) (0.01854584599294806,0.0003448919169994328) (0.02170714249328136,0.0003078652861518491) (0.02333048051431701,0.0002915854533184395) (0.023330480514317,0.0002915854533184424) (0.023330480514317,0.0002915854533184412) (0.02333048051431701,0.0002915854533184427)
